Country (Name),ASFIS species (Name),FAO major fishing area (Name),Unit (Name),[1950],S,[1951],S,[1952],S,[1953],S,[1954],S,[1955],S,[1956],S,[1957],S,[1958],S,[1959],S,[1960],S,[1961],S,[1962],S,[1963],S,[1964],S,[1965],S,[1966],S,[1967],S,[1968],S,[1969],S,[1970],S,[1971],S,[1972],S,[1973],S,[1974],S,[1975],S,[1976],S,[1977],S,[1978],S,[1979],S,[1980],S,[1981],S,[1982],S,[1983],S,[1984],S,[1985],S,[1986],S,[1987],S,[1988],S,[1989],S,[1990],S,[1991],S,[1992],S,[1993],S,[1994],S,[1995],S,[1996],S,[1997],S,[1998],S,[1999],S,[2000],S,[2001],S,[2002],S,[2003],S,[2004],S,[2005],S,[2006],S,[2007],S,[2008],S,[2009],S,[2010],S,[2011],S,[2012],S,[2013],S,[2014],S,[2015],S,[2016],S,[2017],S,[2018],S,[2019],S
Argentina,Porbeagle,"Atlantic, Southwest",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1,,0,N,0,,0,,0,,0,,0,,0,,0,,0,,0,N
Argentina,Rays and skates nei,"Pacific, Antarctic",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,23,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Argentina,"Rays, stingrays, mantas nei","Atlantic, Antarctic",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,28,,0,N,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,N,0,,0,,0,,0,,0,,0,
Argentina,"Rays, stingrays, mantas nei","Atlantic, Southwest",Tonnes - live weight,100,,0,N,0,N,0,N,0,N,0,N,100,,100,,200,,200,,100,,100,,500,,900,,1400,,1700,,2100,,3100,,4200,,2300,,2500,,3900,,3900,,3600,,3700,,3530,,3554,,2924,,3620,,3098,,3879,,935,,1087,,1367,,1290,,2017,,2814,,3190,,3232,,3492,,459,,222,,761,,920,,5955,,7190,,12478,,12130,,14855,,12669,,13289,,17026,,14722,,17469,,18170,,22455,,23618,,28038,,26958,,19941,,20326,,20426,,15168,,15195,,15739,,19010,,17696,,17422,,16728,,11390,
Argentina,"Rays, stingrays, mantas nei","Pacific, Antarctic",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,N,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Argentina,Rio skate,"Atlantic, Southwest",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,237,,417,,221,,108,,89,,24,,9,,15,,0,N,2,,24,
Argentina,Sand tiger shark,"Atlantic, Southwest",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,5,,1,,0,N,1,,0,N,0,,0,,0,,0,,0,,0,
Argentina,Smallnose fanskate,"Atlantic, Southwest",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,187,,424,,84,,96,,54,,85,,67,,17,,27,,72,,70,
Argentina,Smooth hammerhead,"Atlantic, Southwest",Tonnes - live weight,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,,0,,0,
Argentina,Spotback skate,"Atlantic, Southwest",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,25,,60,,4,,4,,5,,8,,5,,16,,0,,0,,1,
Argentina,Tope shark,"Atlantic, Southwest",Tonnes - live weight,500,,900,,1400,,2700,,2000,,2000,,3300,,3600,,4000,,3200,,1900,,1300,,400,,1500,,600,,800,,600,,600,,500,,1000,,600,,900,,700,,400,,100,,554,,199,,0,N,32,,20,,7,,29,,31,,6,,5,,48,,1,,15,,175,,38,,67,,88,,58,,230,,75,,104,,93,,103,,92,,89,,109,,50,,29,,58,,79,,138,,143,,128,,91,,170,,128,,158,,131,,47,,54,,33,,64,,18,,10,,15,
Argentina,Various sharks nei,"Atlantic, Southwest",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,100,,100,,400,,200,,300,,100,,200,,600,,300,,300,,600,,96,,1051,,814,,1752,,1055,,580,,1424,,4019,,1392,,2838,,5841,,5325,,4280,,3216,,4108,,4459,,3958,,4007,,2087,,1759,,2230,,2251,,1070,,1220,,1159,,719,,798,,1101,,998,,684,,1088,,1337,,917,,989,,820,,936,,842,,894,,763,,1281,,671,,555,,442,,461,,467,
Argentina,Yellownose skate,"Atlantic, Southwest",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1331,,1459,,714,,817,,628,,432,,562,,549,,264,,282,,259,
Australia,"Angelsharks, sand devils nei","Indian Ocean, Eastern",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,47,,98,,102,,129,,120,,102,,98,,71,,118,,184,,246,,319,,336,,278,,221,,141,,147,,158,,184,,240,,174,,137,,122,,133,,0,,0,
Australia,Antarctic starry skate,"Indian Ocean, Antarctic",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...
Australia,Bathyraja rays nei,"Indian Ocean, Antarctic",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,14,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...
Australia,Eaton's skate,"Indian Ocean, Antarctic",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,24,,8,,6,,0,N,7,,8,,6,,13.18,,3.72,,11.8,,15.98,,5.84,,2.97,,29.05,,26.89,,23.91,,42.81,
Australia,Ghost shark,"Indian Ocean, Eastern",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,49,,21,,14,,82,,105,,102,,141,,112,,115,,146,,118,,130,,144,,162,,138,,156,,139,,123,,106,,104,,110,,94,,106,
Australia,Gummy shark,"Indian Ocean, Eastern",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,4626,,3911,,3878,,4169,,2858,,2462,,1796,,2485,,2414,,2817,,2945,,2951,,2704,,2612,,3216,,2612,,2365,,2325,,2150,,2299,,2229,,2324,,2650,,2677,,2504,,2703.01,
Australia,Gummy shark,"Pacific, Southwest",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,100,,110,,118,,78,,78,,24,,16,,19,,33,,41,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...
Australia,Kerguelen sandpaper skate,"Indian Ocean, Antarctic",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,,2,,1,,8,,2,,10,,1,,0.31,,16.5,,0.7,,1,,0.66,,0.77,,3.43,,2.29,,4.56,,6.38,
Australia,Lanternsharks nei,"Indian Ocean, Antarctic",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,N,0,,0,,0,,0,,0,N,0,N,0,,0,,0,N,0,,0,,0.01,,0.04,,0.06,,0.07,
Australia,McCain's skate,"Indian Ocean, Antarctic",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,N,0,N,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.01,,0,...
Australia,Murray's skate,"Indian Ocean, Antarctic",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,N,2,,0,,1,,1,,2,,0.91,,0.74,,1.15,,1.58,,1.73,,0.41,,0.81,,0.48,,0.56,,0.87,
Australia,Pacific sleeper shark,"Indian Ocean, Antarctic",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,3,,3,,8,,2,,0,N,2,,0,,1,,1.42,,2.14,,0,...,5.34,,0,...,7.91,,4.67,,7.33,,4.05,,3.2,
Australia,Porbeagle,"Indian Ocean, Antarctic",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0.07,,0,...
Australia,Porbeagle,"Indian Ocean, Eastern",Tonnes - live weight,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,N,1,,0,N,0,N,1,,0,N,0,N,0,N,0,N,0.52,
Australia,Porbeagle,"Pacific, Southwest",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1,,1,,1,,1,,1,,0,,0,,0,,1,,1,,0,...
Australia,"Rays, stingrays, mantas nei","Atlantic, Southwest",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,,23,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...
Australia,"Rays, stingrays, mantas nei","Indian Ocean, Antarctic",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,N,0,N,1,,0,N,0,,0,,0,,3,,3,,2,,0,,0,,0,,0,N,59,,70,,8,,4,,3,,16,,11.46,,2.49,,7.93,,14.04,,14.7,,19.29,,43.64,,30.04,,21.36,,28.16,
Australia,"Rays, stingrays, mantas nei","Indian Ocean, Eastern",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,17,,22,,55,,0,...,0,...,8,,11,,24,,36,,46,,87,,105,,90,,48,,53,,93,,83,,93,,76,,86,,104,,105,,91,,93,,105,,105.75,
Australia,"Rays, stingrays, mantas nei","Pacific, Southwest",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,N,100,,0,N,0,N,11,,11,,8,,1,,15,,32,,14,,19,,46,,20,,27,,28,E,39,E,50,E,52,E,43,E,55,E,50,E,22,,29,,75,,68,,70,,72,,67,,43,,45,,46,,42,,74,,84,,61,,23,,24,,37,,40,,29,,37,,32,,40,,52,,36,,0,,0,,0,,0,...
Australia,"Rays, stingrays, mantas nei","Pacific, Western Central",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,100,,0,N,100,,100,,66,,59,,60,,60,,47,,55,,65,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,N,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,,0,...
Australia,Sawsharks nei,"Indian Ocean, Eastern",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,270,,423,,371,,459,,519,,511,,499,,386,,384,,374,,310,,367,,266,,314,,285,,290,,268,,310,,302,,275.44,
Australia,"Sharks, rays, skates, etc. nei","Indian Ocean, Antarctic",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...
Australia,"Sharks, rays, skates, etc. nei","Indian Ocean, Eastern",Tonnes - live weight,2000,,2000,,2000,,2500,,3000,,1500,,1500,,2000,,2000,,1800,,2000,,1800,,2000,,2500,,2500,,3800,,4300,,5200,,5200,,6200,,6600,,6200,,6400,,1800,,3109,,1664,,3219,,5434,,6460,,5966,,7522,,7639,,7908,,7566,,5469,,5682,,3217,,3955,,7582,,6500,E,5000,E,6000,E,7603,,8483,,2102,,2597,,2533,,1497,,829,,1000,,2397,,2508,,2936,,2616,,2671,,3054,,1994,,1629,,1667,,2092,,2057,,1816,,1674,,1821,,1805,,1784,,1585,,1529,,1421,,1450.1,
Australia,"Sharks, rays, skates, etc. nei","Pacific, Southwest",Tonnes - live weight,0,...,0,...,800,,1000,,900,,600,,400,,300,,300,,200,,300,,300,,400,,600,,500,,1000,,1000,,900,,900,,1000,,1100,,1100,,800,,1100,,1118,,1123,,1198,,1331,,1453,,1450,,1742,,1638,,1614,,1729,,1596,,1682,E,2370,E,3026,E,3175,E,1133,E,1169,E,864,E,675,,887,,1326,,1324,,1040,,1152,,1382,,659,,751,,918,,905,,1001,,1149,,496,,400,,273,,250,,316,,253,,278,,151.62,,139.44,,92.43,,76.55,,49,,58,,51,,40.59,
Australia,"Sharks, rays, skates, etc. nei","Pacific, Western Central",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,N,0,N,0,N,100,,0,N,5,,40,,20,,30,,21,,38,,62,,221,,45,,44,,46,,408,,106,,359,,207,,579,,458,,383,,495,,529,,1006,,938,,1040,,1243,,1215,,2014,,1495,,2223,,2279,,2730,,3198,,3032,,2623,,2585,,2481,,2564,,1627,,1587,,1467,,986,,730,,630,,743,,747,,529,,356.77,
Australia,Tope shark,"Indian Ocean, Eastern",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,498,,325,,350,,329,,349,,287,,329,,276,,399,,354,,308,,328,,238,,200,,296,,292,,266,,281,,305,,304.3,
Australia,Tope shark,"Pacific, Southwest",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,3,,5,,1,,0,,2,,2,,0,,0,,0,,0.01,
Australia,Whiteleg skate,"Indian Ocean, Antarctic",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...
Bahamas,"Sharks, rays, skates, etc. nei","Atlantic, Western Central",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,37,,0,N,0,N,5,,3,,2,,1,,0,N,0,N,0,N,0,N,2,,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,0,,0,,0,,0,,0,,0,,0,
Bahrain,Requiem sharks nei,"Indian Ocean, Western",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,97,,19,,42,,21,,43,,36,,14,,11,,5,,10,,19,,18,E,18,E,18,E,18,E,18,E
Bahrain,"Stingrays, butterfly rays nei","Indian Ocean, Western",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,51,,1,,1,,5,,5,,12,,3,,9,,5,,6,,15,,14,E,14,E,14,E,14,E,14,E
Bangladesh,"Sharks, rays, skates, etc. nei","Indian Ocean, Eastern",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,4767,,3933,,4033,,4205,,3865,,5017,,5648,,5093,,4622,,4495,,3974,,4274,
Barbados,"Sharks, rays, skates, etc. nei","Atlantic, Western Central",Tonnes - live weight,100,,100,,100,,100,,100,,0,N,0,N,100,,100,,100,,100,,100,,100,,0,N,0,N,0,...,0,...,0,...,0,...,100,,100,E,100,E,100,,100,,100,,164,,196,,120,,140,,169,,22,,36,,48,,63,,63,,51,,48,,51,,134,,37,,18,,14,,24,,18,,22,,24,,25,,14,,12,,15,,21,,14,,14,,12,,13,,18,,15,,13,,15,,9,,11,,11,,15,,10,,12,,23,,15,,18,,11,,10,E
